,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
765,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
766,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
767,148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
768,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64
769,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
770,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
771,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
772,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
773,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
774,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
775,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
776,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
777,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74
778,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
779,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
780,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94
781,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
782,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
783,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04
784,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
785,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
786,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
787,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45
788,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
789,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
790,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
791,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
792,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
793,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
794,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31
795,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
796,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
797,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
798,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
799,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
800,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23
801,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
802,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
803,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
804,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
805,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
806,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05
807,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
808,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
809,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
810,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
811,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
812,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
813,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
814,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
815,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
816,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74
817,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
818,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
819,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
820,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82
821,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
822,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29
823,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84
